"Month","Year","Sydney central east","Sydney north west","Sydney south west","Illawarra","Lower Hunter","Mean"
0,"2000",42.3666666666667,39.2666666666667,49.4333333333333,36.5333333333333,38.8666666666667,41.2933333333333
1,"2000",42.5161290322581,50.0322580645161,48.5806451612903,40.3548387096774,44.4838709677419,45.1935483870968
2,"2000",52.0967741935484,64.4838709677419,65.1290322580645,50.4838709677419,48.9354838709677,56.2258064516129
3,"2000",51.8275862068966,65.6896551724138,69.4137931034483,56.1724137931034,56.6551724137931,59.951724137931
4,"2000",39.7096774193548,41.5806451612903,43.3548387096774,39.9354838709677,44.6451612903226,41.8451612903226
5,"2000",43.4193548387097,61.7096774193548,60.6451612903226,37.0322580645161,54.8064516129032,51.5225806451613
6,"2000",48,66.2666666666667,63.0333333333333,38.1,61.6666666666667,55.4133333333333
7,"2000",46.6774193548387,49.258064516129,52.0322580645161,49.6774193548387,47.6451612903226,49.058064516129
8,"2000",41.1612903225806,47.6451612903226,54.4193548387097,35.3225806451613,44.1612903225806,44.541935483871
9,"2000",41.4,48.6333333333333,51.6,41.1,43.5333333333333,45.2533333333333
10,"2000",57.0322580645161,51.0967741935484,63.1935483870968,50,55.4193548387097,55.3483870967742
11,"2000",54.6666666666667,51.6666666666667,53.1,46.6666666666667,93.0666666666667,59.8333333333333
0,"2001",55.4,52.2666666666667,56.9333333333333,48.0333333333333,46.9,51.9066666666667
1,"2001",45.7096774193548,49.3548387096774,63.5483870967742,41.6774193548387,53.1612903225806,50.6903225806452
2,"2001",116.096774193548,157.709677419355,180.064516129032,130.677419354839,80.5161290322581,133.012903225806
3,"2001",49.2142857142857,60.3214285714286,63.0357142857143,50.7142857142857,50.25,54.7071428571429
4,"2001",63.1935483870968,74.7741935483871,74.0645161290323,55.5806451612903,67.9677419354839,67.1161290322581
5,"2001",54,53.5483870967742,66.7741935483871,34.2903225806452,53.0967741935484,52.341935483871
6,"2001",70.5666666666667,63,73.6666666666667,36.2666666666667,64.2333333333333,61.5466666666667
7,"2001",46.3548387096774,45.5483870967742,43.2903225806452,47.0645161290323,43.4838709677419,45.1483870967742
8,"2001",46.8064516129032,42.3548387096774,47.258064516129,35.1290322580645,45.0967741935484,43.3290322580645
9,"2001",48.2666666666667,49.4666666666667,49.8666666666667,48.3333333333333,51.2333333333333,49.4333333333333
10,"2001",50.258064516129,50.258064516129,51.6451612903226,47.4193548387097,65.6129032258064,53.0387096774194
11,"2001",52.5666666666667,56.6333333333333,56.0333333333333,48.3333333333333,51.8,53.0733333333333
0,"2002",46.6333333333333,46.8333333333333,44.6666666666667,37.8666666666667,39.9333333333333,43.1866666666667
1,"2002",54.2258064516129,49.7096774193548,62.1935483870968,43.4838709677419,48.2258064516129,51.5677419354839
2,"2002",101.451612903226,110.870967741935,91.9354838709677,65,92.3870967741936,92.3290322580645
3,"2002",43.8928571428571,47.3571428571429,46.8928571428571,41.2857142857143,38.0357142857143,43.4928571428571
4,"2002",82.1935483870968,127.193548387097,166.709677419355,83.8064516129032,66.9677419354839,105.374193548387
5,"2002",64.3870967741936,74.2903225806452,86.3870967741936,40.1935483870968,58.3225806451613,64.7161290322581
6,"2002",52.8666666666667,57.2333333333333,60.5666666666667,37.6,48.6333333333333,51.38
7,"2002",49.1935483870968,51.9354838709677,49.1612903225806,45.8709677419355,43.8709677419355,48.0064516129032
8,"2002",48.0645161290323,46.6451612903226,64.1290322580645,36.258064516129,42.1612903225806,47.4516129032258
9,"2002",76.9666666666667,93.1,98.5666666666667,68.0333333333333,100.5,87.4333333333333
10,"2002",80.5161290322581,100.129032258065,102.096774193548,73.6451612903226,116.935483870968,94.6645161290323
11,"2002",79.7,62.1666666666667,98.9,62.3333333333333,58.7666666666667,72.3733333333333
0,"2003",43.9,45.7666666666667,40.6333333333333,35.2333333333333,36.8333333333333,40.4733333333333
1,"2003",68.258064516129,55.4838709677419,78.3548387096774,41,49.0967741935484,58.4387096774194
2,"2003",54.8064516129032,58.3225806451613,62.2903225806452,53.2258064516129,50.5161290322581,55.8322580645161
3,"2003",56.3214285714286,51.2142857142857,55.5,49.75,46.9642857142857,51.95
4,"2003",84.0967741935484,105.290322580645,103.741935483871,67.5806451612903,87.4838709677419,89.6387096774194
5,"2003",60.8387096774194,51.9354838709677,69.741935483871,38.8387096774194,51.4193548387097,54.5548387096774
6,"2003",55.8666666666667,48.6333333333333,59.8,35.3,44.6666666666667,48.8533333333333
7,"2003",61.0322580645161,58.7741935483871,68.3225806451613,57.0322580645161,45.2903225806452,58.0903225806452
8,"2003",46,39.4838709677419,68.3548387096774,35.2258064516129,40.5806451612903,45.9290322580645
9,"2003",52.8,55.3,58.4,46.3,48.4,52.24
10,"2003",48.3225806451613,43.6129032258064,46.9677419354839,41.1290322580645,49.9354838709677,45.9935483870968
11,"2003",72.5333333333333,64.2666666666667,85.2333333333333,45.2333333333333,58.5666666666667,65.1666666666667
0,"2004",57.2666666666667,56.2333333333333,57.4,43.2666666666667,53.7666666666667,53.5866666666667
1,"2004",49.4516129032258,48.741935483871,47.6129032258064,44.5161290322581,43.0645161290323,46.6774193548387
2,"2004",53.9032258064516,54.741935483871,58.4838709677419,50.8064516129032,55.5806451612903,54.7032258064516
3,"2004",63.3448275862069,68.9655172413793,71.1724137931034,57.6551724137931,59.551724137931,64.1379310344828
4,"2004",63.1290322580645,76.4516129032258,80.2258064516129,54.3548387096774,56.4838709677419,66.1290322580645
5,"2004",52.7096774193548,50.5483870967742,52.9354838709677,37.5483870967742,48.2258064516129,48.3935483870968
6,"2004",52,57.2,58.7666666666667,41.6666666666667,45.6333333333333,51.0533333333333
7,"2004",54.0645161290323,55.3870967741936,57.4838709677419,50.5161290322581,50.5806451612903,53.6064516129032
8,"2004",63.4838709677419,72.7096774193548,57.4838709677419,39.3870967741936,58.6129032258064,58.3354838709677
9,"2004",58.1666666666667,53.3333333333333,58.9,49.9,51.8666666666667,54.4333333333333
10,"2004",51.5806451612903,49.4516129032258,50.3225806451613,49.5161290322581,49.7096774193548,50.1161290322581
11,"2004",49.7,45.8333333333333,47.1666666666667,45.0333333333333,44.2666666666667,46.4
0,"2005",56.2,55.9,66.3,52.6,47.3666666666667,55.6733333333333
1,"2005",61.3870967741936,60.7741935483871,68.6774193548387,47.8709677419355,53.6129032258064,58.4645161290323
2,"2005",71.0967741935484,70.4516129032258,73.8064516129032,62.258064516129,63.3225806451613,68.1870967741935
3,"2005",59.7142857142857,62.3214285714286,67.4642857142857,51.8571428571429,60.1071428571429,60.2928571428571
4,"2005",52.4193548387097,58.1935483870968,65.3548387096774,49.8387096774194,49.9354838709677,55.1483870967742
5,"2005",49.9677419354839,47,57.5161290322581,38.9677419354839,45.0967741935484,47.7096774193548
6,"2005",58.0666666666667,57.9,69.3,48.2666666666667,46.8,56.0666666666667
7,"2005",43.1935483870968,46.6774193548387,47.3225806451613,36.5161290322581,43.0645161290323,43.3548387096774
8,"2005",52.258064516129,48.8387096774194,67.8387096774194,39.258064516129,45.741935483871,50.7870967741936
9,"2005",47.7333333333333,47.2666666666667,53.9,48.0333333333333,45.1,48.4066666666667
10,"2005",53.1290322580645,52.8387096774194,55.8387096774194,50.5483870967742,52.2903225806452,52.9290322580645
11,"2005",50.9333333333333,48.8333333333333,54.8666666666667,46.8333333333333,45.3666666666667,49.3666666666667
0,"2006",58.6333333333333,45.2666666666667,51.1,47.9666666666667,45.8,49.7533333333333
1,"2006",50.3548387096774,50.3548387096774,105.129032258065,48.4193548387097,54.2903225806452,61.7096774193548
2,"2006",56.3870967741936,61.4838709677419,69.9032258064516,63.3225806451613,52.8064516129032,60.7806451612903
3,"2006",60.9642857142857,60.0714285714286,64.75,53.7142857142857,56,59.1
4,"2006",53.3548387096774,58.4838709677419,62.9677419354839,52.5161290322581,50.741935483871,55.6129032258064
5,"2006",52.3870967741936,46.9354838709677,50.4516129032258,37.258064516129,42.2258064516129,45.8516129032258
6,"2006",53.3,46.1333333333333,45.9333333333333,36.2666666666667,44.5333333333333,45.2333333333333
7,"2006",54.741935483871,52.1935483870968,52.4193548387097,51.6774193548387,50.8709677419355,52.3806451612903
8,"2006",63.6451612903226,44.5483870967742,48.741935483871,39.1935483870968,49.8387096774194,49.1935483870968
9,"2006",69.7666666666667,78,92.8666666666667,60,62.5,72.6266666666667
10,"2006",58.5161290322581,56,65.7096774193548,60.9032258064516,55.8387096774194,59.3935483870968
11,"2006",55.3,53.9,59.6666666666667,57.2666666666667,53.1333333333333,55.8533333333333
0,"2007",55.0666666666667,53.4333333333333,52.7666666666667,49.4,45.3333333333333,51.2
1,"2007",46.3225806451613,43.0322580645161,46.6129032258064,45.2903225806452,43.5161290322581,44.9548387096774
2,"2007",45.8709677419355,48.7741935483871,52.1612903225806,46.6451612903226,44.5161290322581,47.5935483870968
3,"2007",42.4285714285714,53.8214285714286,58.3571428571429,44.6071428571429,50.6785714285714,49.9785714285714
4,"2007",58.5483870967742,72.1612903225806,79.7096774193548,68.5161290322581,73.7096774193548,70.5290322580645
5,"2007",40.5483870967742,47.7741935483871,47.3870967741936,41.3548387096774,45.1290322580645,44.4387096774194
6,"2007",43.8,50.2333333333333,46.5666666666667,36.7666666666667,39.5333333333333,43.38
7,"2007",51.741935483871,54.5161290322581,56.2903225806452,49.8709677419355,51.0967741935484,52.7032258064516
8,"2007",65.1290322580645,52.4516129032258,53.5806451612903,47.0967741935484,50.258064516129,53.7032258064516
9,"2007",43.7666666666667,52.8,55.8,44.3666666666667,42.4,47.8266666666667
10,"2007",72.2903225806452,67.0322580645161,64.7096774193548,65.6451612903226,68.3225806451613,67.6
11,"2007",51.5666666666667,47.4333333333333,77.2333333333333,48,50.4333333333333,54.9333333333333
0,"2008",46.9333333333333,38.7333333333333,52.0333333333333,36.8,39.3333333333333,42.7666666666667
1,"2008",45.7741935483871,41.3548387096774,45.1935483870968,46.9354838709677,43.1935483870968,44.4903225806452
2,"2008",55.1290322580645,50.1935483870968,53.5161290322581,50.1935483870968,58.1935483870968,53.4451612903226
3,"2008",41.9310344827586,40.6896551724138,38.2068965517241,38.7931034482759,39.1034482758621,39.7448275862069
4,"2008",52.4193548387097,56.5806451612903,58.7096774193548,50.3225806451613,51.5483870967742,53.9161290322581
5,"2008",47.5806451612903,50.5483870967742,51.2258064516129,48.5161290322581,46.258064516129,48.8258064516129
6,"2008",46,48.2,50.3333333333333,41.6666666666667,39.7666666666667,45.1933333333333
7,"2008",46.2903225806452,53.9032258064516,52.4838709677419,44.2258064516129,47.4193548387097,48.8645161290323
8,"2008",55.741935483871,49.8387096774194,53.258064516129,42.8064516129032,49.8709677419355,50.3032258064516
9,"2008",70.2,49.0333333333333,72.4333333333333,47.6,51.2,58.0933333333333
10,"2008",62.7096774193548,54.7096774193548,54.5161290322581,55.0645161290323,54.9354838709677,56.3870967741936
11,"2008",55.7666666666667,52.4333333333333,52.6333333333333,51.5666666666667,53.7666666666667,53.2333333333333
0,"2009",64.4333333333333,61.8333333333333,73.6333333333333,62.1666666666667,69.5,66.3133333333333
1,"2009",66.2258064516129,72.4838709677419,81.7096774193548,63.0967741935484,68.4516129032258,70.3935483870968
2,"2009",50.9032258064516,69,61.0645161290323,50.1935483870968,53.258064516129,56.8838709677419
3,"2009",72.6071428571429,69,68.8571428571429,61.1785714285714,57,65.7285714285714
4,"2009",70.5483870967742,62.8709677419355,71.8064516129032,60.3548387096774,57.8709677419355,64.6903225806452
5,"2009",47.6774193548387,46.0645161290323,47.8709677419355,41.8064516129032,43.5483870967742,45.3935483870968
6,"2009",53.7,57.3666666666667,55.8666666666667,37.6333333333333,43.7,49.6533333333333
7,"2009",55.7741935483871,54.6129032258064,57.8064516129032,51.8709677419355,55.7096774193548,55.1548387096774
8,"2009",57.3225806451613,48.8709677419355,56.8064516129032,50.3225806451613,46.8709677419355,52.0387096774194
9,"2009",78.8,81.2,82.4666666666667,64.0333333333333,84.7,78.24
10,"2009",57.4838709677419,56,51.0967741935484,49.5806451612903,66.6451612903226,56.1612903225806
11,"2009",275.2,226.566666666667,184.333333333333,154.2,238.366666666667,215.733333333333
0,"2010",46.3666666666667,43.9333333333333,45.2,42.4333333333333,41.1666666666667,43.82
1,"2010",45.6451612903226,48.3548387096774,50.6451612903226,40.1290322580645,41,45.1548387096774
2,"2010",46.4838709677419,47.7096774193548,52.8064516129032,47.7096774193548,45.1290322580645,47.9677419354839
3,"2010",50.5714285714286,46.6071428571429,49.1428571428571,47.3571428571429,50.3928571428571,48.8142857142857
4,"2010",61,62.0322580645161,67.741935483871,53.9677419354839,58.4193548387097,60.6322580645161
5,"2010",49.8064516129032,56.0322580645161,47.3548387096774,37.5161290322581,41.4516129032258,46.4322580645161
6,"2010",47.2,64.5333333333333,53.5333333333333,36.6,38.8,48.1333333333333
7,"2010",60.1290322580645,52.9032258064516,54.6451612903226,50.4193548387097,49.7096774193548,53.5612903225806
8,"2010",55.9677419354839,53.2258064516129,58.4838709677419,41.3870967741936,40.5483870967742,49.9225806451613
9,"2010",60.7333333333333,50.2666666666667,61.6666666666667,50.7,47.5,54.1733333333333
10,"2010",52.3548387096774,46.4838709677419,48.0967741935484,49.0967741935484,50.3870967741936,49.2838709677419
11,"2010",47.9333333333333,52.0666666666667,56.6666666666667,46.0666666666667,50.3,50.6066666666667
0,"2011",40.1333333333333,60.6,40.8666666666667,36.4,41.9666666666667,43.9933333333333
1,"2011",1111.51612903226,51.2258064516129,60.5161290322581,43.0967741935484,46.3548387096774,262.541935483871
2,"2011",36,37.0967741935484,41.741935483871,39.3870967741936,40.3225806451613,38.9096774193548
3,"2011",63.25,53.9642857142857,54.0714285714286,47.75,49.25,53.6571428571429
4,"2011",53.1935483870968,58.0322580645161,60.7741935483871,53.3870967741936,54.9677419354839,56.0709677419355
5,"2011",50.2258064516129,54.1290322580645,59.6451612903226,38.0967741935484,41.4838709677419,48.7161290322581
6,"2011",46.2666666666667,45.3333333333333,43.6333333333333,36.0666666666667,42.5666666666667,42.7733333333333
7,"2011",53,45.1935483870968,45.9354838709677,41.2258064516129,43.258064516129,45.7225806451613
8,"2011",67.4193548387097,73.7741935483871,63.9677419354839,41.9032258064516,41.9354838709677,57.8
9,"2011",55.9333333333333,59.2333333333333,87.5,56.6,53.0333333333333,62.46
10,"2011",51.1935483870968,68.0322580645161,57.6129032258064,50.0645161290323,50.6774193548387,55.5161290322581
11,"2011",65.6333333333333,72.3666666666667,150.166666666667,51.1666666666667,53.6,78.5866666666667
0,"2012",47,45.7666666666667,98.2666666666667,40.1333333333333,46.8333333333333,55.6
1,"2012",58.6129032258064,120.354838709677,77.6774193548387,54.6451612903226,53.1612903225806,72.8903225806452
2,"2012",56.8709677419355,57.4193548387097,58.5806451612903,54.0967741935484,55.8387096774194,56.5612903225806
3,"2012",41.3448275862069,43.5172413793103,45.9655172413793,38.3448275862069,42.8275862068966,42.4
4,"2012",50.4838709677419,44.5161290322581,50.8709677419355,43.741935483871,45.6129032258064,47.0451612903226
5,"2012",42.5161290322581,45.9032258064516,58.6451612903226,36.741935483871,40.5161290322581,44.8645161290323
6,"2012",43.5333333333333,58.5,56.0666666666667,42.4666666666667,46.2,49.3533333333333
7,"2012",40.5161290322581,40.1290322580645,41.7741935483871,41.2903225806452,43.0967741935484,41.3612903225806
8,"2012",53.3548387096774,50.8387096774194,56.8387096774194,51.9677419354839,54.3225806451613,53.4645161290323
9,"2012",52.4333333333333,59.4333333333333,63.3333333333333,53.7666666666667,66.1,59.0133333333333
10,"2012",60.6774193548387,56.4838709677419,56.9677419354839,54.5483870967742,75.4193548387097,60.8193548387097
11,"2012",85.3333333333333,51.2,74.1333333333333,57.8,61.8666666666667,66.0666666666667
0,"2013",42.9666666666667,47.2333333333333,56.5666666666667,39.4333333333333,47.4,46.72
1,"2013",48.0322580645161,60.4516129032258,76.3548387096774,43.258064516129,52.4516129032258,56.1096774193548
2,"2013",52.6774193548387,60.6451612903226,62.5483870967742,52.0645161290323,59.5806451612903,57.5032258064516
3,"2013",45.2142857142857,44.2857142857143,46.4642857142857,50.8214285714286,52.2857142857143,47.8142857142857
4,"2013",60.2258064516129,57.7096774193548,67.5483870967742,56.7096774193548,63.1290322580645,61.0645161290323
5,"2013",52.9354838709677,60.8709677419355,69.8709677419355,40.0645161290323,57.1290322580645,56.1741935483871
6,"2013",45.2,44.4333333333333,55.4666666666667,37.0333333333333,43.4666666666667,45.12
7,"2013",45.0645161290323,62.5483870967742,73.741935483871,54.258064516129,48.8064516129032,56.8838709677419
8,"2013",49.2258064516129,90.8709677419355,76.1612903225806,43.1290322580645,46.9677419354839,61.2709677419355
9,"2013",95.1333333333333,91.6,61.9,75.6,54.6333333333333,75.7733333333333
10,"2013",118,219.645161290323,490.58064516129,145.58064516129,112.774193548387,217.316129032258
11,"2013",65.9,141.466666666667,65.4666666666667,55.5666666666667,60.1,77.7
0,"2014",42.6333333333333,44.5666666666667,47.2666666666667,43,44.5666666666667,44.4066666666667
1,"2014",51.5806451612903,71.6129032258064,50.8709677419355,42.9677419354839,48.1935483870968,53.0451612903226
2,"2014",56.9032258064516,60.0967741935484,61.3548387096774,53.6774193548387,61.6774193548387,58.741935483871
3,"2014",53.4285714285714,61.1785714285714,65.3214285714286,52.1071428571429,54.6428571428571,57.3357142857143
4,"2014",51.4516129032258,63.5806451612903,70.1290322580645,52.9032258064516,53.3225806451613,58.2774193548387
5,"2014",50.0645161290323,55,62,39.3870967741936,49.4516129032258,51.1806451612903
6,"2014",46.0666666666667,47.5666666666667,53.8666666666667,42.1666666666667,43.7666666666667,46.6866666666667
7,"2014",42.741935483871,44.5483870967742,46.258064516129,42.5806451612903,42.5483870967742,43.7354838709677
8,"2014",68.2258064516129,76.0967741935484,144.741935483871,43.5161290322581,49.0967741935484,76.3354838709677
9,"2014",56.1,61.9666666666667,65.0333333333333,54.6666666666667,71.0666666666667,61.7666666666667
10,"2014",64.2903225806452,68.6129032258064,63.258064516129,55.4516129032258,65.0322580645161,63.3290322580645
11,"2014",45.5333333333333,47.2666666666667,47.0666666666667,44.8666666666667,44.9666666666667,45.94
0,"2015",42.5666666666667,38.2,37.9,37.7666666666667,43.1,39.9066666666667
1,"2015",56.5806451612903,69.7741935483871,65.8064516129032,46.3225806451613,67.258064516129,61.1483870967742
2,"2015",56.5483870967742,72.5806451612903,60.3870967741936,55.0967741935484,65.8064516129032,62.0838709677419
3,"2015",46,48.6785714285714,48.3571428571429,43,47.0714285714286,46.6214285714286
4,"2015",51.0645161290323,52.6774193548387,51.6774193548387,45.6129032258064,53.6129032258064,50.9290322580645
5,"2015",50.6451612903226,56.1290322580645,56.258064516129,36.5161290322581,47.1935483870968,49.3483870967742
6,"2015",55.9333333333333,70.4,73.5333333333333,37.7,53.1666666666667,58.1466666666667
7,"2015",53.258064516129,57.4516129032258,60.6451612903226,50.8387096774194,66.2258064516129,57.6838709677419
8,"2015",47.8387096774194,50.3870967741936,54.1612903225806,37.4838709677419,44.5483870967742,46.8838709677419
9,"2015",54.1,57.8,57.4,56.7666666666667,57.3333333333333,56.68
10,"2015",62.9032258064516,61.1935483870968,71.9677419354839,57.6129032258064,57.1935483870968,62.1741935483871
11,"2015",43.0333333333333,44.8666666666667,44.0333333333333,43,43.4666666666667,43.68
0,"2016",70.2,67.3666666666667,60.6,48.9,51.8333333333333,59.78
1,"2016",45.1935483870968,107.387096774194,48.5161290322581,43.3548387096774,49.5161290322581,58.7935483870968
2,"2016",63.8064516129032,64.0967741935484,63.8709677419355,58.1290322580645,61.258064516129,62.2322580645161
3,"2016",56.2758620689655,59.448275862069,59.448275862069,54.2068965517241,56.7931034482759,57.2344827586207
4,"2016",54.5483870967742,52.9354838709677,55.1612903225806,53.3548387096774,55.3870967741936,54.2774193548387
5,"2016",54.7096774193548,51.5483870967742,50.1290322580645,38.7096774193548,46.6129032258064,48.341935483871
6,"2016",51.7333333333333,51.7333333333333,55.1333333333333,41.5,39.9333333333333,48.0066666666667
7,"2016",60.5161290322581,67.741935483871,61.7096774193548,46.8387096774194,47.1290322580645,56.7870967741936
8,"2016",126.225806451613,183.161290322581,99.741935483871,61.0967741935484,51.4516129032258,104.335483870968
9,"2016",57.5666666666667,58.5666666666667,59.6333333333333,58.7333333333333,80.8666666666667,63.0733333333333
10,"2016",83.5161290322581,53.6774193548387,60.3548387096774,51.4193548387097,50.4516129032258,59.8838709677419
11,"2016",40.8666666666667,42.5333333333333,46.3666666666667,41.4333333333333,41.9666666666667,42.6333333333333
0,"2017",43.3,41.1,43.9,46.1,45.5,43.98
